pert,gene,label,split
AP2A1,14-erythroid differentiation,1,train
AP2A1,15-proteasome genes,1,train
AP2A1,21-growth signaling,1,train
AP2A1,7-translation,0,train
AP2A1,8-translation,0,train
AP2A1,9-translation,0,train
AP2S1,13-erythroid differentiation,1,train
AP2S1,14-erythroid differentiation,1,train
AP2S1,16-NFkB signaling,1,train
AP2S1,22-growth and targets of Myc,0,train
AP2S1,23-hnRNP genes,0,train
AP2S1,24-growth and targets of Myc,0,train
AP2S1,8-translation,0,train
AREL1,22-growth and targets of Myc,0,train
AREL1,7-translation,0,train
AREL1,8-translation,0,train
AREL1,9-translation,0,train
ARFGEF1,10-unfolded protein response and mTORC1 signaling,1,train
ARFGEF1,11-unfolded protein response and mTORC1 signaling,1,train
ARFGEF1,15-proteasome genes,0,train
ARFGEF1,7-translation,1,train
ARGLU1,13-erythroid differentiation,1,train
ARGLU1,14-erythroid differentiation,1,train
ARGLU1,17-myeloid differentiation,0,train
ARGLU1,24-growth and targets of Myc,0,train
ARGLU1,3-unfolded protein response,0,train
ARGLU1,6-dysregulated lncRNA/antisense transcripts,1,train
ARGLU1,7-translation,1,train
ARGLU1,8-translation,1,train
ARHGAP6,11-unfolded protein response and mTORC1 signaling,0,train
ARHGAP6,13-erythroid differentiation,1,train
ARHGAP6,15-proteasome genes,0,train
ARHGAP6,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ARHGAP6,23-hnRNP genes,0,train
ARHGAP6,24-growth and targets of Myc,0,train
ARID5B,13-erythroid differentiation,1,train
ARID5B,14-erythroid differentiation,1,train
ARID5B,7-translation,0,train
ARID5B,8-translation,0,train
ARIH1,13-erythroid differentiation,1,train
ARIH1,14-erythroid differentiation,1,train
ARIH1,17-myeloid differentiation,1,train
ARIH1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ARIH1,22-growth and targets of Myc,0,train
ARIH1,24-growth and targets of Myc,0,train
ARIH1,8-translation,0,train
ARL1,16-NFkB signaling,1,train
ARL1,17-myeloid differentiation,1,train
ARL1,21-growth signaling,1,train
ARL1,8-translation,0,train
ARL6IP6,7-translation,0,train
ARL6IP6,8-translation,0,train
ARL6IP6,9-translation,0,train
ARPC1B,11-unfolded protein response and mTORC1 signaling,0,train
ARPC1B,12-oxidative phosphorylation,0,train
ARPC1B,13-erythroid differentiation,1,train
ARPC1B,14-erythroid differentiation,1,train
ARPC1B,15-proteasome genes,0,train
ARPC1B,16-NFkB signaling,1,train
ARPC1B,18-cell cycle,1,train
ARPC1B,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ARPC1B,21-growth signaling,0,train
ARPC1B,22-growth and targets of Myc,0,train
ARPC1B,23-hnRNP genes,0,train
ARPC1B,24-growth and targets of Myc,0,train
ARRB2,13-erythroid differentiation,1,train
ARRB2,14-erythroid differentiation,1,train
ARRB2,21-growth signaling,1,train
ARRB2,22-growth and targets of Myc,0,train
ARRB2,24-growth and targets of Myc,0,train
ARRB2,7-translation,0,train
ARRB2,8-translation,0,train
ARRB2,9-translation,0,train
ASB6,10-unfolded protein response and mTORC1 signaling,0,train
ASB6,13-erythroid differentiation,1,train
ASB6,17-myeloid differentiation,0,train
ASB6,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ASB6,20-cell cycle,0,train
ASB6,21-growth signaling,0,train
ASB6,23-hnRNP genes,0,train
ASCC3,12-oxidative phosphorylation,0,train
ASCC3,13-erythroid differentiation,0,train
ASCC3,14-erythroid differentiation,0,train
ASCC3,15-proteasome genes,0,train
ASCC3,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ASCC3,20-cell cycle,0,train
ASCC3,22-growth and targets of Myc,0,train
ASCC3,23-hnRNP genes,0,train
ASCC3,24-growth and targets of Myc,0,train
ASCC3,3-unfolded protein response,1,train
ASCC3,6-dysregulated lncRNA/antisense transcripts,1,train
ASCC3,7-translation,1,train
ASCC3,9-translation,1,train
ASPH,12-oxidative phosphorylation,1,train
ASPH,14-erythroid differentiation,1,train
ASPH,15-proteasome genes,1,train
ASPH,7-translation,0,train
ASPH,8-translation,0,train
ATAD3A,10-unfolded protein response and mTORC1 signaling,1,train
ATAD3A,11-unfolded protein response and mTORC1 signaling,1,train
ATAD3A,17-myeloid differentiation,1,train
ATAD3A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATAD3A,24-growth and targets of Myc,0,train
ATAD3A,9-translation,1,train
ATAD5,13-erythroid differentiation,1,train
ATAD5,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATAD5,9-translation,1,train
ATF4,10-unfolded protein response and mTORC1 signaling,0,train
ATF4,11-unfolded protein response and mTORC1 signaling,0,train
ATF4,22-growth and targets of Myc,0,train
ATF5,10-unfolded protein response and mTORC1 signaling,0,train
ATF5,11-unfolded protein response and mTORC1 signaling,0,train
ATF5,14-erythroid differentiation,1,train
ATF5,17-myeloid differentiation,0,train
ATF5,18-cell cycle,0,train
ATF5,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATF5,21-growth signaling,1,train
ATF5,22-growth and targets of Myc,0,train
ATF5,23-hnRNP genes,0,train
ATF5,24-growth and targets of Myc,0,train
ATF5,3-unfolded protein response,0,train
ATF5,8-translation,0,train
ATL2,12-oxidative phosphorylation,0,train
ATL2,15-proteasome genes,0,train
ATL2,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATL2,23-hnRNP genes,0,train
ATL2,24-growth and targets of Myc,0,train
ATP11B,10-unfolded protein response and mTORC1 signaling,1,train
ATP11B,11-unfolded protein response and mTORC1 signaling,1,train
ATP11B,12-oxidative phosphorylation,0,train
ATP11B,15-proteasome genes,0,train
ATP11B,17-myeloid differentiation,1,train
ATP11B,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP11B,20-cell cycle,0,train
ATP11B,23-hnRNP genes,0,train
ATP11B,24-growth and targets of Myc,0,train
ATP11B,7-translation,1,train
ATP11B,8-translation,1,train
ATP11B,9-translation,1,train
ATP1A1,12-oxidative phosphorylation,1,train
ATP1A1,13-erythroid differentiation,1,train
ATP1A1,14-erythroid differentiation,1,train
ATP1A1,17-myeloid differentiation,0,train
ATP1A1,21-growth signaling,1,train
ATP1A1,22-growth and targets of Myc,0,train
ATP1A1,23-hnRNP genes,0,train
ATP1A1,24-growth and targets of Myc,0,train
ATP1A1,8-translation,0,train
ATP5F1A,10-unfolded protein response and mTORC1 signaling,1,train
ATP5F1A,12-oxidative phosphorylation,0,train
ATP5F1A,13-erythroid differentiation,0,train
ATP5F1A,15-proteasome genes,0,train
ATP5F1A,18-cell cycle,0,train
ATP5F1A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP5F1A,20-cell cycle,0,train
ATP5F1A,22-growth and targets of Myc,0,train
ATP5F1A,23-hnRNP genes,0,train
ATP5F1A,24-growth and targets of Myc,0,train
ATP5F1A,7-translation,1,train
ATP5F1A,9-translation,1,train
ATP5F1C,10-unfolded protein response and mTORC1 signaling,1,train
ATP5F1C,11-unfolded protein response and mTORC1 signaling,1,train
ATP5F1C,12-oxidative phosphorylation,0,train
ATP5F1C,13-erythroid differentiation,0,train
ATP5F1C,15-proteasome genes,0,train
ATP5F1C,17-myeloid differentiation,1,train
ATP5F1C,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP5F1C,20-cell cycle,0,train
ATP5F1C,22-growth and targets of Myc,0,train
ATP5F1C,23-hnRNP genes,0,train
ATP5F1C,24-growth and targets of Myc,0,train
ATP5F1C,6-dysregulated lncRNA/antisense transcripts,0,train
ATP5F1C,7-translation,1,train
ATP5F1C,8-translation,1,train
ATP5F1C,9-translation,1,train
ATP5F1D,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP5F1D,22-growth and targets of Myc,0,train
ATP5F1D,23-hnRNP genes,0,train
ATP5F1D,24-growth and targets of Myc,0,train
ATP5F1D,7-translation,1,train
ATP5MD,14-erythroid differentiation,1,train
ATP5MD,21-growth signaling,1,train
ATP5MD,22-growth and targets of Myc,0,train
ATP5MD,7-translation,0,train
ATP5MD,8-translation,0,train
ATP5MD,9-translation,0,train
ATP5ME,10-unfolded protein response and mTORC1 signaling,1,train
ATP5ME,11-unfolded protein response and mTORC1 signaling,1,train
ATP5ME,12-oxidative phosphorylation,0,train
ATP5ME,13-erythroid differentiation,0,train
ATP5ME,15-proteasome genes,0,train
ATP5ME,17-myeloid differentiation,1,train
ATP5ME,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP5ME,20-cell cycle,0,train
ATP5ME,22-growth and targets of Myc,0,train
ATP5ME,23-hnRNP genes,0,train
ATP5ME,24-growth and targets of Myc,0,train
ATP5ME,7-translation,1,train
ATP5ME,8-translation,1,train
ATP5ME,9-translation,1,train
ATP5MG,10-unfolded protein response and mTORC1 signaling,1,train
ATP5MG,11-unfolded protein response and mTORC1 signaling,1,train
ATP5MG,12-oxidative phosphorylation,0,train
ATP5MG,15-proteasome genes,0,train
ATP5MG,17-myeloid differentiation,1,train
ATP5MG,18-cell cycle,0,train
ATP5MG,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP5MG,22-growth and targets of Myc,0,train
ATP5MG,23-hnRNP genes,0,train
ATP5MG,24-growth and targets of Myc,0,train
ATP5MG,3-unfolded protein response,1,train
ATP5MG,7-translation,1,train
ATP5MG,9-translation,1,train
ATP5MPL,10-unfolded protein response and mTORC1 signaling,1,train
ATP5MPL,12-oxidative phosphorylation,0,train
ATP5MPL,13-erythroid differentiation,0,train
ATP5MPL,15-proteasome genes,0,train
ATP5MPL,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP5MPL,20-cell cycle,0,train
ATP5MPL,22-growth and targets of Myc,0,train
ATP5MPL,23-hnRNP genes,0,train
ATP5MPL,24-growth and targets of Myc,0,train
ATP5MPL,7-translation,1,train
ATP5MPL,8-translation,1,train
ATP5MPL,9-translation,1,train
ATP5PB,15-proteasome genes,0,train
ATP5PB,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP5PB,23-hnRNP genes,0,train
ATP5PB,7-translation,1,train
ATP5PB,9-translation,1,train
ATP5PD,10-unfolded protein response and mTORC1 signaling,1,train
ATP5PD,11-unfolded protein response and mTORC1 signaling,1,train
ATP5PD,12-oxidative phosphorylation,0,train
ATP5PD,13-erythroid differentiation,0,train
ATP5PD,15-proteasome genes,0,train
ATP5PD,17-myeloid differentiation,1,train
ATP5PD,18-cell cycle,0,train
ATP5PD,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP5PD,20-cell cycle,0,train
ATP5PD,22-growth and targets of Myc,0,train
ATP5PD,23-hnRNP genes,0,train
ATP5PD,24-growth and targets of Myc,0,train
ATP5PD,3-unfolded protein response,1,train
ATP5PD,7-translation,1,train
ATP5PD,9-translation,1,train
ATP6AP1,13-erythroid differentiation,1,train
ATP6AP1,14-erythroid differentiation,1,train
ATP6AP1,15-proteasome genes,0,train
ATP6AP1,16-NFkB signaling,1,train
ATP6AP1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP6AP1,22-growth and targets of Myc,0,train
ATP6AP1,23-hnRNP genes,0,train
ATP6AP1,24-growth and targets of Myc,0,train
ATP6V1A,10-unfolded protein response and mTORC1 signaling,1,train
ATP6V1A,12-oxidative phosphorylation,0,train
ATP6V1A,15-proteasome genes,0,train
ATP6V1A,16-NFkB signaling,1,train
ATP6V1A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP6V1A,22-growth and targets of Myc,0,train
ATP6V1A,23-hnRNP genes,0,train
ATP6V1A,24-growth and targets of Myc,0,train
ATP6V1A,7-translation,1,train
ATP6V1B2,10-unfolded protein response and mTORC1 signaling,1,train
ATP6V1B2,15-proteasome genes,0,train
ATP6V1B2,16-NFkB signaling,1,train
ATP6V1B2,18-cell cycle,0,train
ATP6V1B2,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP6V1B2,22-growth and targets of Myc,0,train
ATP6V1B2,23-hnRNP genes,0,train
ATP6V1B2,24-growth and targets of Myc,0,train
ATP6V1C1,16-NFkB signaling,1,train
ATP6V1C1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP6V1C1,22-growth and targets of Myc,0,train
ATP6V1C1,24-growth and targets of Myc,0,train
ATP6V1H,11-unfolded protein response and mTORC1 signaling,0,train
ATP6V1H,16-NFkB signaling,1,train
ATP6V1H,22-growth and targets of Myc,0,train
ATP6V1H,23-hnRNP genes,0,train
ATP6V1H,24-growth and targets of Myc,0,train
ATR,10-unfolded protein response and mTORC1 signaling,0,train
ATR,11-unfolded protein response and mTORC1 signaling,0,train
ATR,16-NFkB signaling,1,train
ATR,18-cell cycle,0,train
ATR,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATR,21-growth signaling,0,train
ATR,22-growth and targets of Myc,0,train
ATR,23-hnRNP genes,0,train
ATR,24-growth and targets of Myc,0,train
ATRIP,10-unfolded protein response and mTORC1 signaling,0,train
ATRIP,11-unfolded protein response and mTORC1 signaling,0,train
ATRIP,12-oxidative phosphorylation,0,train
ATRIP,13-erythroid differentiation,0,train
ATRIP,15-proteasome genes,0,train
ATRIP,16-NFkB signaling,1,train
ATRIP,18-cell cycle,0,train
ATRIP,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATRIP,20-cell cycle,0,train
ATRIP,21-growth signaling,0,train
ATRIP,22-growth and targets of Myc,0,train
ATRIP,23-hnRNP genes,0,train
ATRIP,24-growth and targets of Myc,0,train
ATRIP,3-unfolded protein response,0,train
ATRIP,6-dysregulated lncRNA/antisense transcripts,0,train
ATRIP,7-translation,1,train
ATRIP,9-translation,1,train
ATXN10,10-unfolded protein response and mTORC1 signaling,1,train
ATXN10,11-unfolded protein response and mTORC1 signaling,1,train
ATXN10,12-oxidative phosphorylation,1,train
ATXN10,16-NFkB signaling,1,train
ATXN10,17-myeloid differentiation,1,train
ATXN10,21-growth signaling,1,train
ATXN10,22-growth and targets of Myc,0,train
ATXN10,7-translation,0,train
ATXN10,8-translation,0,train
ATXN10,9-translation,0,train
AURKAIP1,14-erythroid differentiation,1,train
AURKAIP1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
AURKAIP1,23-hnRNP genes,0,train
AURKAIP1,7-translation,1,train
BAP1,10-unfolded protein response and mTORC1 signaling,1,train
BAP1,13-erythroid differentiation,0,train
BAP1,14-erythroid differentiation,0,train
BAP1,17-myeloid differentiation,1,train
BAP1,3-unfolded protein response,1,train
BCAS2,10-unfolded protein response and mTORC1 signaling,0,train
BCAS2,11-unfolded protein response and mTORC1 signaling,0,train
BCAS2,13-erythroid differentiation,1,train
BCAS2,14-erythroid differentiation,1,train
BCAS2,16-NFkB signaling,1,train
BCAS2,18-cell cycle,0,train
BCAS2,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
BCAS2,23-hnRNP genes,0,train
BCAS2,24-growth and targets of Myc,0,train
BCAS2,3-unfolded protein response,0,train
BCAS2,7-translation,1,train
BCAS2,8-translation,1,train
BCAS2,9-translation,1,train
BCR,11-unfolded protein response and mTORC1 signaling,0,train
BCR,12-oxidative phosphorylation,0,train
BCR,13-erythroid differentiation,1,train
BCR,14-erythroid differentiation,1,train
BCR,15-proteasome genes,0,train
BCR,17-myeloid differentiation,0,train
BCR,18-cell cycle,0,train
BCR,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
BCR,22-growth and targets of Myc,0,train
BCR,23-hnRNP genes,0,train
BCR,24-growth and targets of Myc,0,train
BCR,3-unfolded protein response,0,train
BET1,15-proteasome genes,0,train
BET1,16-NFkB signaling,1,train
BET1,18-cell cycle,0,train
BET1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
BET1,22-growth and targets of Myc,0,train
BET1,23-hnRNP genes,0,train
BET1,24-growth and targets of Myc,0,train
BGLAP,11-unfolded protein response and mTORC1 signaling,0,train
BGLAP,16-NFkB signaling,1,train
BGLAP,18-cell cycle,0,train
BGLAP,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
BGLAP,20-cell cycle,0,train
BGLAP,22-growth and targets of Myc,0,train
BGLAP,23-hnRNP genes,0,train
BGLAP,24-growth and targets of Myc,0,train
BGLAP,8-translation,0,train
BMP2K,11-unfolded protein response and mTORC1 signaling,0,train
BMP2K,13-erythroid differentiation,1,train
BMP2K,14-erythroid differentiation,1,train
BMP2K,16-NFkB signaling,1,train
BMP2K,17-myeloid differentiation,1,train
BMP2K,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
BMP2K,22-growth and targets of Myc,0,train
BMP2K,23-hnRNP genes,0,train
BMP2K,24-growth and targets of Myc,0,train
BMP2K,8-translation,0,train
BNIP1,10-unfolded protein response and mTORC1 signaling,1,train
BNIP1,12-oxidative phosphorylation,0,train
BNIP1,13-erythroid differentiation,0,train
BNIP1,15-proteasome genes,0,train
BNIP1,16-NFkB signaling,1,train
BNIP1,17-myeloid differentiation,1,train
BNIP1,18-cell cycle,0,train
BNIP1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
BNIP1,20-cell cycle,0,train
BNIP1,22-growth and targets of Myc,0,train
BNIP1,23-hnRNP genes,0,train
BNIP1,24-growth and targets of Myc,0,train
BNIP1,7-translation,1,train
BNIP1,9-translation,1,train
BRD8,11-unfolded protein response and mTORC1 signaling,0,train
BRD8,13-erythroid differentiation,1,train
BRD8,14-erythroid differentiation,1,train
BRD8,15-proteasome genes,0,train
BRD8,17-myeloid differentiation,0,train
BRD8,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
BRD8,23-hnRNP genes,0,train
BRD8,24-growth and targets of Myc,0,train
